1 0960 AGATE 300 3 Small Rural
2 0270 CAMPO RE-6 31 Small Rural
3 1810 KARVAL RE-23 43 Small Rural
4 1760 KIM REORGANIZED 88 45 Small Rural
5 1760 PRITCHETT RE-3 47 Small Rural
6 0260 VILAS RE-5 51 Small Rural
7 1440 PLAINVIEW RE-2 57 Small Rural
8 3230 LIBERTY J-4 63 Small Rural
9 3148 SILVERTON 1 64 Small Rural
10 2010 CREEDE SCHOOL DISTRICT 84 Small Rural
11 1380 PAWNEE RE-12 84 Small Rural
12 1380 HINSDALE COUNTY RE 1 95 Small Rural
13 3070 WOODLIN R-104 96 Small Rural
14 3040 ARICKAREE R-2 98 Small Rural
15 3060 LONE STAR 101 103 Small Rural
16 1490 BETHUNE R-5 105 Small Rural
17 2865 HI-PLAINS R-23 109 Small Rural
18 1620 AGUILAR REORGANIZED 6 109 Small Rural
19 2790 MOUNTAIN VALLEY RE 1 119 Small Rural
20 0510 KIT CARSON R-1 128 Small Rural
21 2535 MANZANOLA 3J 131 Small Rural
22 2865 REVERE SCHOOL DISTRICT 132 Small Rural
23 1980 DE BEQUE 49JT 136 Small Rural
24 2535 WALSH RE-1 142 Small Rural
25 1430 EADS RE-1 153 Small Rural
26 1870 PLATEAU RE-5 158 Small Rural
27 1780 GENOA-HUGO C113 160 Small Rural
28 1450 ARRIBA-FLAGLER C-20 161 Small Rural
29 3146 BRIGGSDALE RE-10 161 Small Rural
30 0170 DEER TRAIL 26J 167 Small Rural
31 2580 OURAY R-1 167 Small Rural
32 0520 CHEYENNE COUNTY RE-5 171 Small Rural
33 1410 NORTH PARK R-1 176 Small Rural
34 1480 STRATTON R-4 182 Small Rural
35 1160 COTOPAXI RE-3 189 Small Rural
36 1590 PRIMERO REORGANIZED 2 191 Small Rural
37 1850 FRENCHMAN RE-3 191 Small Rural
38 3220 IDALIA RJ-3 191 Small Rural
39 2800 MOFFAT 2 192 Small Rural
40 3147 PRAIRIE RE-11 193 Small Rural
41 2650 GRANADA RE-1 195 Small Rural
42 0950 ELBERT 200 197 Small Rural
43 2560 CHERAW 31 198 Small Rural
44 1120 EDISON 54 JT 207 Small Rural
45 1400 LA VETA RE-2 210 Small Rural
46 0640 CENTENNIAL R-1 213 Small Rural
47 0580 SOUTH CONEJOS RE-10 216 Small Rural
48 2505 WELDON VALLEY RE-20(J) 216 Small Rural
49 3050 OTIS R-3 223 Small Rural
50 0310 MC CLAVE RE-2 239 Small Rural
51 1070 HANOVER 28 241 Small Rural
52 2840 NORWOOD R-2J 245 Small Rural
53 2680 WILEY RE-13 JT 245 Small Rural
