54 2190 WEST END RE-2 254 Small Rural
55 0250 SPRINGFIELD RE-4 260 Small Rural
56 0890 DOLORES COUNTY RE NO.2 262 Small Rural
57 1130 MIAMI/YODER 60 JT 264 Small Rural
58 0930 KIOWA C-2 266 Small Rural
59 2670 HOLLY RE-3 269 Small Rural
60 0940 BIG SANDY 100J 276 Small Rural
61 0740 SIERRA GRANDE R-30 290 Small Rural
62 0110 SANGRE DE CRISTO RE-22J 291 Small Rural
63 2630 HAXTUN RE-2J 293 Small Rural
64 1860 BUFFALO RE-4J 309 Small Rural
65 3010 CRIPPLE CREEK-VICTOR RE-1 325 Small Rural
66 2780 SOUTH ROUTT RE 3 326 Small Rural
67 2590 RIDGWAY R-2 328 Small Rural
68 3030 AKRON R-1 335 Small Rural
69 0560 SANFORD 6J 352 Small Rural
70 1600 HOEHNE REORGANIZED 3 359 Small Rural
71 0860 CUSTER COUNTY SCHOOL DISTRICT C-1 365 Small Rural
72 2760 HAYDEN RE-1 370 Small Rural
73 2570 SWINK 33 381 Small Rural
74 2540 FOWLER R-4J 387 Small Rural
75 2750 SARGENT RE-33J 406 Small Rural
76 1330 GILPIN COUNTY RE-1 415 Small Rural
77 2730 DEL NORTE C-7 426 Small Rural
78 1990 PLATEAU VALLEY 50 431 Small Rural
79 0970 CALHAN RJ-1 436 Small Rural
80 1340 WEST GRAND 1-JT 441 Small Rural
81 0770 CROWLEY COUNTY RE-1-J 445 Small Rural
82 2070 MANCOS RE-6 458 Small Rural
83 1750 BRANSON REORGANIZED 82 463 Small Rural
84 1790 LIMON RE-4J 491 Small Rural
85 0290 LAS ANIMAS RE-1 497 Small Rural
86 2720 RANGELY RE-4 504 Small Rural
87 2515 WIGGINS RE-50(J) 513 Small Rural
88 1390 HUERFANO RE-1 516 Small Rural
89 2610 PARK COUNTY RE-2 544 Small Rural
90 2620 HOLYOKE RE-1J 594 Small Rural
91 2810 CENTER 26 JT 602 Small Rural
92 2862 JULESBURG RE-1 628 Small Rural
93 1060 PEYTON 23 JT 639 Small Rural
94 3210 WRAY RD-2 640 Small Rural
95 2710 MEEKER RE1 645 Small Rural
96 1500 BURLINGTON RE-6J 711 Small Rural
97 2055 DOLORES RE-4A 725 Small Rural
98 3200 YUMA 1 774 Small Rural
99 2530 ROCKY FORD R-2 790 Small Rural
100 0540 CLEAR CREEK RE-1 820 Small Rural
101 3145 AULT-HIGHLAND RE-9 829 Small Rural
102 1540 IGNACIO 11 JT 857 Small Rural
103 2830 TELLURIDE R-1 895 Small Rural
104 0490 BUENA VISTA R-31 934 Small Rural
105 0060 STRASBURG 31J 960 Small Rural
106 1050 ELLICOTT 22 960 Small Rural
107 1510 LAKE COUNTY R-1 968 Small Rural
108 2600 PLATTE CANYON 1 977 Small Rural
109 0550 NORTH CONEJOS RE-1J 977 Small Rural
110 0050 BENNETT 29J 1,036 Rural
111 1220 GARFIELD 16 1,037 Rural
112 1580 TRINIDAD 1 1,040 Rural
113 1570 ESTES PARK R-3 1,106 Rural
114 3130 PLATTE VALLEY RE-7 1,110 Rural
115 0500 SALIDA R-32 1,134 Rural
116 2740 MONTE VISTA C-8 1,140 Rural
117 1350 EAST GRAND 2 1,243 Rural
118 2520 EAST OTERO R-1 1,290 Rural
119 1150 FREMONT RE-2 1,306 Rural
120 1530 BAYFIELD 10 JT-R 1,318 Rural
121 0220 ARCHULETA COUNTY 50 JT 1,372 Rural
122 2395 BRUSH RE-2(J) 1,404 Rural
123 2660 LAMAR RE-2 1,453 Rural
124 2640 ASPEN 1 1,671 Rural
125 3080 WELD COUNTY RE-1 1,870 Rural
126 1360 GUNNISON WATERSHED RE1J 1,910 Rural
127 3085 EATON RE-2 1,918 Rural
128 2020 MOFFAT COUNTY RE:NO 1 2,053 Rural
129 1828 VALLEY RE-1 2,120 Rural
130 3140 WELD COUNTY S/D RE-8 2,178 Rural
131 3090 WELD COUNTY SCHOOL DISTRICT RE-3J 2,219 Rural
132 0100 ALAMOSA RE-11J 2,237 Rural
133 0920 ELIZABETH C-1 2,352 Rural
134 3020 WOODLAND PARK RE-2 2,396 Rural
135 2770 STEAMBOAT SPRINGS RE-2 2,516 Rural
136 2035 MONTEZUMA-CORTEZ RE-1 2,677 Rural
137 2405 FORT MORGAN RE-3 2,937 Rural
138 0190 BYERS 32J 2,994 Rural
139 3000 SUMMIT RE-1 3,346 Rural
140 3110 JOHNSTOWN-MILLIKEN RE-5J 3,653 Rural
141 1140 CANON CITY RE-1 3,672 Rural
142 1520 DURANGO 9-R 4,537 Rural
143 1195 GARFIELD RE-2 4,677 Rural
144 0870 DELTA COUNTY 50(J) 4,704 Rural
145 3100 WINDSOR RE-4 5,368 Rural
146 1180 ROARING FORK RE-1 5,407 Rural
147 2180 MONTROSE COUNTY RE-1J 5,888 Rural
